1,14589;1,1457;1,14665;1,14601
1,14043;1,13669;1,14049;1,1371
1,1371;1,13578;1,13746;1,13601
1,13601;1,13422;1,13689;1,13529
1,1353;1,1348;1,13614;1,13558
1,13557;1,13311;1,13561;1,13346
1,13345;1,13262;1,13356;1,13273
1,13272;1,13245;1,13434;1,13429
1,13432;1,13398;1,1347;1,13448
1,13449;1,13394;1,1347;1,13437
1,13435;1,13084;1,13526;1,1335
1,1335;1,13084;1,13501;1,13116
1,13116;1,13095;1,13459;1,13391
1,13391;1,13391;1,13519;1,13478
1,13477;1,13453;1,13608;1,13575
1,13576;1,13561;1,13709;1,13645
1,13645;1,13598;1,13672;1,13666
1,13666;1,13564;1,13691;1,13602
1,13603;1,13541;1,13759;1,13716
1,13716;1,1361;1,13761;1,13685
1,13688;1,13539;1,1383;1,13793
1,13793;1,13723;1,13834;1,13751
1,13751;1,13628;1,13787;1,13676
1,13676;1,13397;1,1371;1,13408
1,13408;1,1339;1,13547;1,13429
1,13428;1,13368;1,13663;1,13648
1,13648;1,13607;1,13717;1,13632
1,13646;1,13646;1,14087;1,13924
1,13924;1,13862;1,14103;1,13976
1,13976;1,13925;1,14051;1,1398
1,1398;1,13957;1,14061;1,14
1,14;1,1383;1,14032;1,13911
1,13911;1,13892;1,14009;1,13975
1,13976;1,13918;1,1399;1,13918
1,13918;1,13867;1,13983;1,13928
1,13928;1,13891;1,13958;1,13894
1,13895;1,13887;1,14049;1,14047
1,14047;1,14022;1,14112;1,14034
1,14034;1,13968;1,14071;1,13971
1,13971;1,13875;1,13981;1,13973
1,13974;1,13895;1,1398;1,13936
1,13935;1,13887;1,13976;1,13894
1,13894;1,13827;1,13934;1,13926
1,13928;1,13915;1,14093;1,14071
1,14071;1,14015;1,14161;1,14074
1,14074;1,14019;1,14185;1,14026
1,14026;1,13946;1,1408;1,14033
1,14034;1,14023;1,14149;1,1411
1,14109;1,1404;1,14134;1,14051
1,14052;1,13623;1,14072;1,13707
1,13708;1,13455;1,13722;1,1353
1,1353;1,13455;1,14103;1,14098
1,14098;1,13989;1,14171;1,14082
1,14081;1,13926;1,14111;1,14047
1,14047;1,14018;1,14101;1,14034
1,14033;1,13934;1,14033;1,13994
1,13995;1,13952;1,14038;1,14019
1,1402;1,13925;1,14027;1,13925
1,13923;1,13923;1,14061;1,14042
1,14043;1,14043;1,14124;1,14096
1,14097;1,1404;1,14128;1,14086
1,14088;1,14074;1,14224;1,14206
1,14206;1,14166;1,14217;1,14196
1,14195;1,14156;1,14249;1,1422
1,14222;1,14196;1,14294;1,14196
1,14197;1,14194;1,14242;1,14227
1,14228;1,14136;1,14267;1,14159
1,14161;1,14095;1,14383;1,14356
1,14359;1,14274;1,14395;1,14308
1,14307;1,14287;1,14472;1,14406
1,14407;1,14344;1,14446;1,14381
1,1438;1,14328;1,14435;1,14399
1,14398;1,1436;1,14467;1,14391
1,14386;1,14386;1,14584;1,14571
1,1457;1,14552;1,14721;1,14668
1,14667;1,1453;1,14701;1,1463
1,1463;1,14579;1,14694;1,14666
1,14666;1,14634;1,14705;1,14682
1,14682;1,1467;1,14818;1,14735
1,14736;1,14724;1,14818;1,14787
1,14791;1,14691;1,14795;1,14761
1,14763;1,14717;1,14764;1,14735
1,14739;1,14704;1,14767;1,1475
1,14755;1,14755;1,14799;1,14783
1,14782;1,14663;1,14839;1,14671
1,1467;1,14463;1,14687;1,14475
1,14475;1,14409;1,14526;1,14497
1,14497;1,14345;1,14509;1,1438
1,14379;1,14316;1,14394;1,1438
1,14383;1,14377;1,14434;1,1443
1,14431;1,14404;1,14547;1,14452
1,14452;1,14328;1,1452;1,14431
1,14431;1,1433;1,14501;1,14481
1,14481;1,14467;1,14605;1,14512
1,14512;1,14335;1,14512;1,14454
1,14453;1,14413;1,14686;1,14649
1,14651;1,14424;1,14672;1,1449
1,14491;1,14219;1,14492;1,14267
1,14268;1,14237;1,14433;1,1438
1,1438;1,14249;1,14431;1,14411
1,14409;1,14358;1,1448;1,14425
1,14425;1,14388;1,14548;1,14536
1,14537;1,144;1,14581;1,14403
1,14402;1,14385;1,14439;1,14415
1,14415;1,14354;1,14417;1,14396
1,14396;1,14371;1,14412;1,14398
1,14397;1,14363;1,14425;1,14401
1,14399;1,14399;1,14573;1,14566
1,14568;1,14531;1,14614;1,14554
1,14553;1,14549;1,14654;1,14568
1,14569;1,14479;1,14598;1,14509
1,14509;1,14509;1,1459;1,14537
1,14536;1,14514;1,14591;1,14591
1,14592;1,14563;1,14634;1,146
1,146;1,1455;1,14643;1,1458
1,1458;1,14537;1,14778;1,1465
1,14651;1,14602;1,14753;1,14623
1,14623;1,14553;1,14708;1,14598
1,14598;1,14448;1,14625;1,14515
1,14515;1,14385;1,14555;1,14555
1,14558;1,14455;1,1458;1,14498
1,14498;1,14472;1,14636;1,14615
1,14615;1,14609;1,15248;1,15237
1,15236;1,15082;1,15399;1,15095
1,15096;1,15088;1,15369;1,15232
1,15232;1,15206;1,1534;1,15319
1,1532;1,1528;1,15398;1,15355
1,15355;1,15288;1,15556;1,15423
1,15426;1,15419;1,15536;1,15536
1,15537;1,15408;1,15543;1,15409
1,1541;1,15383;1,1549;1,15481
1,15483;1,15473;1,15542;1,15535
1,15532;1,15495;1,15581;1,15547
1,15549;1,15427;1,15602;1,15533
1,15532;1,15481;1,15558;1,15538
1,15538;1,15537;1,15692;1,15685
1,15684;1,15574;1,15684;1,15578
1,15578;1,15528;1,15621;1,15599
1,15599;1,15502;1,15605;1,15515
1,15514;1,15337;1,15554;1,15408
1,15408;1,15278;1,15572;1,15281
1,15281;1,15189;1,15326;1,15236
1,15235;1,1517;1,15319;1,15269
1,15271;1,15252;1,15385;1,15286
1,15287;1,15232;1,15385;1,15332
1,15331;1,15188;1,15445;1,15196
1,15198;1,15158;1,15301;1,15249
1,15249;1,15142;1,15268;1,15219
1,15221;1,15097;1,15227;1,1516
1,15159;1,14981;1,15177;1,15051
1,15051;1,14843;1,15127;1,14972
1,14972;1,14945;1,1505;1,14991
1,1499;1,14944;1,14994;1,14971
1,1497;1,14968;1,15003;1,14991
1,1499;1,14961;1,14996;1,1497
1,14974;1,14968;1,15075;1,15075
1,15075;1,15052;1,15163;1,15106
1,15105;1,15063;1,1522;1,15172
1,15171;1,15128;1,15242;1,15212
1,15212;1,15181;1,15272;1,15242
1,15241;1,15219;1,15293;1,15282
1,15282;1,15211;1,15303;1,15246
1,15246;1,15167;1,15286;1,1522
1,1522;1,15209;1,15314;1,15254
1,15254;1,15167;1,15294;1,15286
1,15287;1,15157;1,15288;1,15193
1,15191;1,15149;1,15397;1,15339
1,1534;1,15182;1,1534;1,15312
1,15312;1,15216;1,15358;1,15272
1,15272;1,15194;1,15351;1,15259
1,15258;1,14573;1,15266;1,14692
1,14692;1,14613;1,14803;1,14768
1,14768;1,14641;1,14787;1,14775
1,14774;1,1477;1,14851;1,14817
1,14817;1,14694;1,14831;1,14702
1,14701;1,14625;1,14722;1,14644
1,14643;1,14575;1,14649;1,14619
1,14616;1,14594;1,14682;1,14653
1,14568;1,14568;1,14647;1,14639
1,14637;1,14589;1,14675;1,1459
1,14591;1,1459;1,14657;1,14621
1,1462;1,1462;1,14766;1,14752
1,14753;1,14659;1,14769;1,14664
1,14663;1,14654;1,14714;1,1468
1,14679;1,14679;1,14754;1,14752
1,14753;1,1474;1,14807;1,14777
1,14777;1,14684;1,14798;1,14735
1,14736;1,14544;1,14804;1,14788
1,14788;1,14644;1,14813;1,14743
1,14744;1,14601;1,14794;1,14617
1,14618;1,145;1,1465;1,14612
1,14611;1,1452;1,14727;1,14698
1,14698;1,14548;1,14708;1,14675
1,14671;1,14558;1,14697;1,14588
1,14589;1,14528;1,14676;1,14654
1,14653;1,14619;1,14797;1,14666
1,14667;1,14628;1,14789;1,14783
1,14784;1,14729;1,14791;1,14762
1,14762;1,1467;1,14765;1,14689
1,1469;1,14639;1,147;1,14649
1,1465;1,14628;1,14694;1,1468
1,1468;1,14667;1,14696;1,14676
1,14675;1,1464;1,14704;1,14659
1,14666;1,14666;1,14721;1,1472
1,1472;1,14709;1,14768;1,14759
1,1476;1,14719;1,1489;1,1484
1,14841;1,14807;1,14888;1,14827
1,14828;1,1481;1,14855;1,14845
1,14845;1,1478;1,14845;1,14793
1,14792;1,14754;1,14825;1,14825
1,14825;1,14712;1,14825;1,14752
1,14751;1,14688;1,14821;1,14699
1,14698;1,14525;1,14734;1,14602
1,14602;1,14226;1,14627;1,14329
1,1433;1,14237;1,14386;1,14286
1,14287;1,14237;1,14353;1,1431
1,1431;1,14115;1,1434;1,14292
1,14291;1,14168;1,14433;1,14378
1,14382;1,14344;1,14542;1,14533
1,14534;1,14283;1,14541;1,14383
1,14385;1,13829;1,14397;1,13918
1,13919;1,13824;1,13999;1,1389
1,13889;1,13814;1,1389;1,13863
1,13864;1,13842;1,14016;1,14007
1,14008;1,13992;1,14167;1,14124
1,14126;1,14074;1,14151;1,14115
1,14115;1,14034;1,14117;1,14052
1,1406;1,1406;1,14139;1,14135
1,14135;1,14049;1,14135;1,14098
1,14098;1,1396;1,14121;1,13975
1,13977;1,13955;1,14026;1,14005
1,14006;1,13961;1,14035;1,14024
1,14023;1,14017;1,14104;1,14095
1,14096;1,14068;1,14145;1,1411
1,1411;1,13962;1,1413;1,13972
1,13971;1,13909;1,141;1,13932
1,13932;1,13925;1,1421;1,14208
1,14209;1,14081;1,14242;1,14099
1,14097;1,13987;1,14109;1,13992
1,13992;1,13773;1,14013;1,13775
1,13774;1,13772;1,1396;1,13856
1,13859;1,1384;1,13952;1,13894
1,13895;1,13895;1,14025;1,13972
1,13971;1,13914;1,14032;1,13935
1,13936;1,13934;1,14099;1,14069
1,14069;1,13954;1,14072;1,13989
1,13988;1,13984;1,14091;1,14065
1,14065;1,13964;1,14089;1,13969
1,13969;1,13915;1,14017;1,13917
1,13916;1,13894;1,13956;1,13907
1,13907;1,13904;1,13964;1,13941
1,13942;1,13942;1,13995;1,13988
1,13988;1,13938;1,13988;1,13973
1,13974;1,13937;1,14;1,13938
1,13937;1,13879;1,13957;1,13895
1,13894;1,13857;1,13904;1,13877
1,13876;1,13815;1,13888;1,13819
1,13819;1,13784;1,1387;1,1387
1,1387;1,13838;1,1391;1,13865
1,13866;1,13707;1,13936;1,13873
1,13872;1,13817;1,13978;1,1395
1,1395;1,13908;1,1401;1,13929
1,13929;1,13879;1,14012;1,13993
1,13994;1,13949;1,14046;1,13989
1,13991;1,13983;1,14053;1,14005
1,14006;1,13822;1,14041;1,13972
1,13972;1,13843;1,14;1,13865
1,13864;1,13696;1,13937;1,13797
1,13798;1,13771;1,13925;1,13844
1,13845;1,13817;1,13884;1,13856
1,13855;1,13798;1,13937;1,13807
1,13806;1,13794;1,13997;1,13887
1,13887;1,13847;1,13917;1,13907
1,13905;1,13873;1,13919;1,13881
1,13881;1,13853;1,13914;1,13867
1,13868;1,13868;1,13919;1,13915
1,13915;1,13878;1,13947;1,13934
1,13934;1,13915;1,13991;1,13945
1,13945;1,13899;1,13964;1,13941
1,13941;1,1393;1,13962;1,13934
1,13933;1,13916;1,13963;1,13932
1,13932;1,13864;1,13933;1,13886
1,13886;1,13877;1,13967;1,13948
1,13948;1,13893;1,13985;1,13909
1,13908;1,13878;1,14001;1,1395
1,13951;1,13922;1,14002;1,13975
1,13974;1,13974;1,14091;1,14061
1,14062;1,14023;1,14094;1,14039
1,1404;1,14007;1,14097;1,14022
1,14021;1,13959;1,14058;1,1397
1,13971;1,13732;1,14002;1,13742
1,13741;1,13599;1,13809;1,13665
1,13667;1,13526;1,13672;1,13616
1,13617;1,13561;1,13632;1,13575
1,13578;1,13573;1,13677;1,13647
1,13648;1,13625;1,13714;1,13692
1,13692;1,13616;1,13692;1,13642
1,13644;1,13604;1,13653;1,13634
1,13597;1,13594;1,13667;1,13651
1,13648;1,13641;1,13676;1,13646
1,13646;1,13642;1,13768;1,13737
1,13737;1,13706;1,13768;1,13757
1,1376;1,13747;1,13796;1,1376
1,13761;1,1373;1,13766;1,13746
1,13746;1,13726;1,13781;1,13781
1,1378;1,13732;1,13783;1,13772
1,13771;1,13745;1,13798;1,1379
1,1379;1,13751;1,13905;1,1384
1,13841;1,13717;1,13859;1,13741
1,13741;1,13654;1,13756;1,13706
1,13709;1,13704;1,13794;1,13764
1,13764;1,13669;1,13771;1,1368
1,13679;1,13585;1,1369;1,13673
1,13673;1,13563;1,13677;1,13606
1,13605;1,13567;1,13657;1,13637
1,13639;1,13582;1,13676;1,13626
1,13627;1,13627;1,13705;1,1369
1,13691;1,13665;1,13694;1,13675
1,13675;1,13633;1,13688;1,1367
1,13671;1,13663;1,13683;1,13682
1,13682;1,13662;1,1371;1,13676
1,13676;1,13638;1,13688;1,13638
1,13638;1,13621;1,13698;1,13693
1,13693;1,13673;1,1371;1,13684
1,13683;1,13673;1,13713;1,13677
1,13677;1,13661;1,13722;1,13693
1,13694;1,13661;1,13703;1,13696
1,13695;1,13615;1,13702;1,13618
1,13618;1,13552;1,13618;1,13578
1,1358;1,13552;1,13604;1,13568
1,13569;1,13492;1,13593;1,13534
1,13534;1,13454;1,13551;1,13526
1,13526;1,13494;1,13632;1,136
1,136;1,13561;1,13643;1,13602
1,13605;1,13558;1,13665;1,13619
1,13619;1,13567;1,13621;1,13578
1,13579;1,13538;1,13621;1,13541
1,13541;1,13445;1,13549;1,13448
1,13451;1,13356;1,13551;1,13546
1,13547;1,13537;1,1364;1,13557
1,13557;1,13544;1,13646;1,13585
1,13585;1,13575;1,13707;1,13685
1,13685;1,13643;1,13733;1,13672
1,13673;1,13604;1,13676;1,1361
1,13609;1,13514;1,13637;1,13517
1,13518;1,13518;1,13621;1,13589
1,13589;1,13585;1,1364;1,13624
1,13612;1,13606;1,13636;1,13626
1,13628;1,1361;1,13642;1,13637
1,13638;1,13596;1,13671;1,13648
1,13648;1,13622;1,13658;1,13646
1,13645;1,13631;1,13681;1,13632
1,13632;1,13626;1,13672;1,13659
1,13658;1,13628;1,13681;1,13676
1,13676;1,13647;1,13714;1,13708
1,13708;1,13624;1,13711;1,13645
1,13645;1,1353;1,13647;1,13614
1,13614;1,13528;1,13641;1,13552
1,13551;1,13504;1,13588;1,13569
1,1357;1,13569;1,13669;1,13646
1,13646;1,13611;1,13691;1,13652
1,13653;1,13506;1,13693;1,13538
1,13538;1,13511;1,13666;1,1362
1,13621;1,13621;1,13896;1,13785
1,13787;1,13771;1,1393;1,1389
1,1389;1,1387;1,13938;1,13919
1,13921;1,13847;1,1393;1,13865
1,13865;1,13812;1,13892;1,13824
1,13826;1,138;1,13846;1,13819
1,13817;1,13786;1,13825;1,13801
1,13792;1,13775;1,1383;1,13796
1,13806;1,13803;1,13859;1,13855
1,13856;1,13823;1,1389;1,13865
1,13868;1,13855;1,13908;1,1386
1,1386;1,1382;1,13863;1,13856
1,13856;1,13851;1,13896;1,13875
1,13875;1,13835;1,13896;1,13856
1,13855;1,1382;1,13857;1,13847
1,13848;1,13769;1,13873;1,13798
1,13798;1,13649;1,13812;1,13693
1,13693;1,13399;1,13745;1,13642
1,13642;1,13395;1,13645;1,13462
1,13462;1,13378;1,13518;1,13431
1,13432;1,13294;1,13451;1,13451
1,1345;1,1338;1,13582;1,13393
1,13393;1,13063;1,13474;1,13348
1,13347;1,13347;1,13793;1,13771
1,13771;1,13505;1,13802;1,13532
1,13535;1,13205;1,13544;1,13209
1,13211;1,12943;1,13233;1,12984
1,12985;1,12916;1,13032;1,13031
1,13032;1,12888;1,13055;1,12981
1,12982;1,12974;1,13092;1,13085
